Asset Name,Asset Type,Unity Path,Source Folder,Is Enemy Related,Is Animation Related,Clip Count,Clip Names,Has Avatar,Rig / Avatar Notes,Likely Usage,Notes
"SM_Prop_Hydrant_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Hydrant_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_Beam_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_Beam_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_Large_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_Large_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_Preset_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_Preset_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_Preset_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_Preset_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_Preset_Large_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_Preset_Large_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_Preset_Large_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_Preset_Large_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_x1_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_x1_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_IndustrialWalkway_x2_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_IndustrialWalkway_x2_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Prop_Iron_Sheet_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Iron_Sheet_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Iron_Sheet_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Iron_Sheet_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Iron_Sheet_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Iron_Sheet_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Iron_Sheet_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Iron_Sheet_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_JunkPile_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_JunkPile_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_JunkPile_Wall_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_JunkPile_Wall_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_JunkPile_Wall_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_JunkPile_Wall_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Keg_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Keg_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Kitchen_Fridge_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Kitchen_Fridge_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_KitchenCabinet_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_KitchenCabinet_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Ladder_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Ladder_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Ladder_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Ladder_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Ladder_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Ladder_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Lamp_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Lamp_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LargeSign_Burger_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LargeSign_Burger_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Laundry_WasherTop_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Laundry_WasherTop_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LetterBox_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LetterBox_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Light_Flurecent_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Light_Flurecent_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Light_Flurecent_Broken_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Light_Flurecent_Broken_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Light_Industrial_Ceiling_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Light_Industrial_Ceiling_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Light_Industrial_Wall_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Light_Industrial_Wall_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LightPole_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LightPole_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LightPole_Arm_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LightPole_Arm_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LightPole_Base_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LightPole_Base_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LightPole_Base_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LightPole_Base_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LightPole_Base_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LightPole_Base_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_LightPole_Base_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_LightPole_Base_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_Big_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_Big_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_Big_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_Big_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_Big_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_Big_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_Big_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_Big_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_Big_05","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_Big_05.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_Big_Shards_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_Big_Shards_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Log_Wire_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Log_Wire_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Loud_Speaker_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Loud_Speaker_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Luggage_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Luggage_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Luggage_Open_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Luggage_Open_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Luggage_Open_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Luggage_Open_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Luggage_Retro_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Luggage_Retro_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Luggage_Retro_Open_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Luggage_Retro_Open_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mailbox_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mailbox_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Manhole_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Manhole_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Manhole_Hole_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Manhole_Hole_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Arm_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Arm_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Base_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Base_01.fbx","PolygonApocalypse","No","Yes",0,"","No","ImportAnimation=True; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Base_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Base_02.fbx","PolygonApocalypse","No","Yes",0,"","No","ImportAnimation=True; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Female_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Female_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Female_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Female_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Female_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Female_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Female_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Female_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Female_05","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Female_05.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Female_06","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Female_06.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Head_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Head_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Male_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Male_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Male_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Male_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Male_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Male_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Male_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Male_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Male_05","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Male_05.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Male_06","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Male_06.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Mannequin_Torso_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Mannequin_Torso_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Medical_Container_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Medical_Container_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Medical_Container_Broken_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Medical_Container_Broken_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Medical_IVStand_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Medical_IVStand_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Medical_Shelf_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Medical_Shelf_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Medical_Shelf_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Medical_Shelf_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_MedicalBox_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_MedicalBox_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_MetalSheet_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_MetalSheet_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_MetalSheet_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_MetalSheet_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_MetalSpikes_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_MetalSpikes_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Nuke_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Nuke_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Nuke_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Nuke_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Outdoor_Table_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Outdoor_Table_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Oven_Broken_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Oven_Broken_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Pallet_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Pallet_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Pallet_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Pallet_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Pallet_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Pallet_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Pan_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Pan_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Papers_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Papers_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Papers_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Papers_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Papers_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Papers_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Park_Table_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Park_Table_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_ParkBench_Broken_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_ParkBench_Broken_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Prop_Piano_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Prop_Piano_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
